RegionName,StateName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30
Nevada,NV,146295,146264,146403,146538,146789,146931,147163,147585,148052,148488,148712,149064,149394,149888,150172,150667,151030,151393,151610,151619,151756,151913,152340,152693,153266,153781,154317,154536,154682,155082,155385,155697,155755,156014,156307,156477,156314,156137,156149,156390,156815,157348,158356,159221,160019,160499,161106,161730,162490,163122,163803,164518,165214,165794,166105,166532,167143,167858,168621,169333,170159,171148,172075,172910,173707,174610,175590,176641,177710,178763,179626,180612,181515,182425,183270,184303,185251,186104,186679,187448,188004,189129,190390,192070,193736,195370,196715,198014,199474,201102,202548,204401,206432,209362,212822,216914,221534,225769,231312,236294,243298,250859,261134,269856,280031,287722,295414,300964,306011,312924,318496,325829,329590,333318,334614,337727,339528,341862,343618,345430,347553,348139,349987,351071,352690,353051,352897,351898,350498,348768,347491,346902,346437,345845,344170,340898,337369,334050,330771,326960,322567,318015,312150,305441,297300,288020,278856,271331,265419,258852,252043,244529,236969,229332,221341,214706,207911,202886,197631,192481,186131,179920,174153,170032,166868,164615,162787,160712,159929,158995,158352,157169,156071,155848,155348,154706,153234,151776,150845,149897,148112,146034,144022,142422,141338,139541,138337,136478,135707,134940,134302,133789,133657,133585,133440,133711,134181,135407,136405,138360,140190,142133,144186,146589,149524,152805,156852,160599,164682,168831,173413,177495,181378,184748,187894,189980,191885,193612,195116,196264,196731,197056,197850,198499,198678,199751,200968,203447,204918,206527,207662,209072,210992,212416,213102,214167,215810,217291,218201,219614,221588,223432,224436,225964,227280,228942,230260,231604,232872,233425,234543,234163,234959,235786,238953,241314,243773,246133,249346,252119,255522,259568,263957,268251,271278,274620,276733,279402,282101,285860,289244,292593,294538,295786,296209,297775,299379,301014,301446,302214,302929,303229,302188,300517,299080,299211,300416,301686,303505,305382,308568,311472,312046,310895,310326,312314,315827,318821,321935,325308,329334,334132,339651,346185,355826,368254
West Virginia,WV,62313,62318,62321,62332,62336,62348,62352,62332,62259,62219,62248,62334,62680,63037,63433,63624,63772,63896,63978,64147,64323,64564,64788,65070,65004,64827,64602,64559,64702,64893,65218,65502,65930,66188,66269,66122,65913,65836,65707,65818,65860,65976,66076,66101,66069,66016,66105,66233,66515,66835,67199,67412,67558,67741,67936,68228,68490,68820,69287,69882,70544,70838,71084,71221,71562,71827,72059,72268,72483,72699,72812,72887,72936,73140,73385,73640,73811,73989,74189,74460,74747,75131,75357,75542,75617,75893,76180,76566,76908,77253,77543,77765,77997,78174,78496,78884,79369,79839,80426,80949,81367,81710,82175,82817,83441,84041,84582,85118,85692,86352,86892,87476,88031,88720,89390,89752,90092,90335,90834,91315,91799,91873,91866,91768,92058,92337,92563,92821,93255,93804,94074,94137,94010,94115,94312,94609,94698,94701,94666,94729,95038,95361,95690,95806,95846,95895,95847,95866,95841,95864,95931,95907,95459,94908,94455,94352,94472,94426,94343,93973,93605,93187,92769,92397,91949,91581,91165,90926,90731,90690,90834,91035,91200,91283,91323,91372,91310,91174,90975,90802,90582,90349,89971,89704,89531,89528,89487,89438,89463,89535,89664,89726,89762,89795,89846,89877,89854,89830,89874,89934,90018,90089,90176,90236,90377,90571,90829,91045,91246,91423,91635,91837,92102,92373,92668,92910,93066,93121,93172,93276,93446,93601,93743,93926,94152,94419,94657,94888,95045,95280,95494,95764,95982,96209,96419,96605,96817,96993,97193,97370,97676,97923,98188,98357,98558,98713,98865,98993,99053,99097,99111,99201,99245,99353,99471,99695,99954,100272,100621,101028,101447,101934,102443,102863,103231,103560,103871,104106,104248,104374,104466,104555,104713,104829,105040,105304,105691,106086,106481,106864,107218,107578,107940,108366,108713,109000,108825,108736,108751,108957,109134,109335,109685,110012,110320,110659,111062,111554,112393,113200,113930,114572,115300,116096,116884,117768
Nebraska,NE,86500,86788,86855,87243,87505,87940,88283,88657,89016,89453,90007,90506,91001,91360,91868,92089,92407,92608,93046,93506,94016,94461,94846,95387,96117,96800,97341,97062,97026,97055,97791,98396,98998,99595,100132,100653,101021,101482,102362,105801,109056,111801,112159,112641,113125,113622,114052,114430,114565,114815,116061,116485,116657,115836,115919,116127,116306,116463,116662,116817,117175,117278,114593,111386,108387,108235,108445,108567,108662,108720,108772,108828,108883,108960,109952,110936,111954,112035,112103,112189,112330,112583,112830,113122,113407,113740,114446,115158,115886,116224,116626,117030,117559,118056,118589,119058,119531,120052,120551,121067,121564,122122,122690,123223,123550,123841,124120,124585,125033,125445,125880,126309,126774,127191,127595,127995,128409,128822,129185,129445,129756,130104,130448,130749,131017,131349,131520,131578,131673,131981,132314,132545,132695,132826,132859,132839,132694,132318,132130,132068,132120,131792,131530,131280,130963,130422,129827,129386,129009,128873,128754,128625,128252,127853,127411,126908,126459,126247,126485,126513,126673,126727,127001,127244,127678,128220,128679,129167,129619,129949,129829,130106,130072,129930,129072,128221,127387,126669,126018,125605,125414,125351,125181,124563,124174,123927,124094,124311,124382,124585,124672,124600,124092,123510,123430,123715,124177,124503,124924,125264,125815,126100,126641,127171,128281,129240,129743,129831,129819,130113,130388,130746,131032,131434,131741,132033,132020,132204,132648,133486,134134,134552,134874,135166,135448,135711,136002,136526,137125,137907,138630,139290,139955,140594,141200,141826,142401,143013,143669,144149,144668,144892,145121,145290,145760,146442,147287,148155,149065,149935,150684,151453,152226,153241,154437,155658,156588,157334,158054,158794,159615,160541,161572,162602,163514,164395,165078,165880,166824,167855,168677,169418,170104,170744,171426,172245,173130,173787,174460,175207,176099,176989,177905,178789,179500,180004,180349,180737,181387,182113,182944,183635,184128,184760,185557,186778,188055,189612,191376,193169,194892,196833,198903,201222,203828,206538
Idaho,ID,118231,118050,117978,117805,117684,117529,117386,117351,117351,117414,117490,117658,117976,118449,118863,119216,119620,120194,120805,121278,121687,122038,122345,122547,122571,122427,122314,122275,122268,122183,122203,122257,122437,122578,122792,122996,123173,123469,123724,124026,124065,124093,123928,123913,123866,123987,124187,124470,124798,124993,125165,125293,125672,126115,126553,126909,127199,127480,127772,128070,128563,128995,129639,130155,130605,130850,131231,131692,132191,132630,132942,133294,133491,133802,134018,134176,134322,134577,134866,135115,135366,135698,136088,136351,136600,136857,136977,137426,137859,138332,138571,138814,139206,139335,139494,139901,140582,141354,142132,142861,143606,144260,145101,145782,146433,146598,147027,147795,149192,150778,152480,153833,155402,157095,159488,162340,165230,170879,175599,179550,181061,183112,185566,188620,191526,194959,197081,198977,200675,199574,199515,199321,201326,201601,201796,202087,202915,203033,203398,203590,203802,204159,204218,204566,204747,205636,205791,205300,203616,202008,200581,199155,197689,196208,194430,192229,189844,187224,184866,182371,180242,178551,176875,175192,173454,171991,170805,170068,168959,168140,166869,166196,165466,163930,161897,159916,158084,156282,154448,152687,151255,149709,148538,146860,145448,144678,144573,144369,144240,144280,144620,144837,144993,145481,146081,147422,148686,150037,151361,153229,155136,156909,158235,159855,161786,163413,165338,166672,168426,169791,171376,172619,173681,174698,175767,176461,176802,177397,177992,178682,179013,179416,179545,179496,179644,179942,180551,181352,182233,183250,184044,185209,186181,187340,188299,189596,190649,191738,192742,194073,195962,197514,199055,199846,201146,202302,203742,205074,206739,208497,210116,211593,212428,213663,214876,217020,218785,220665,222453,224408,226508,228415,230572,232658,235066,237500,240021,242601,245668,249134,252664,255449,257848,260202,262854,265318,267908,270018,272631,274765,277108,278844,280932,283338,285918,288115,289537,291035,292717,295305,298078,301407,304353,307349,310229,314071,318807,324576,331510,339364,347858,356854,366491,377121,389294,403291
Hawaii,HI,251835,250919,250125,248506,246618,244552,242474,241110,239933,238707,237208,235921,235087,234393,233285,231823,230661,229926,229357,228378,227487,227006,226812,226468,225353,224120,223504,223666,224297,224986,225741,225650,225133,224126,223416,222664,222249,222037,221593,220926,219939,218760,217532,217077,217049,217467,218122,219106,220753,221941,223372,224251,225538,226874,228149,229555,230763,232077,232932,233926,234744,235591,236270,237249,238584,239978,241440,242543,243766,244945,246315,247896,249095,250598,252058,253962,255401,256952,258926,261516,264755,267476,270195,272690,276009,279453,283337,286697,290558,293988,297307,300749,304588,309969,315786,320892,326244,331733,337676,343637,349703,357172,365021,372762,379286,385955,392491,400446,406697,413844,421324,430562,440529,450427,460534,470242,479818,488049,495739,503568,512380,520700,526632,531713,534309,536525,538687,540746,543509,544216,545759,545672,546109,545738,545785,544918,543866,543009,542679,543382,543737,544419,544267,543853,542178,540342,539577,538755,539929,539516,535780,529605,523977,521442,518224,513900,509380,503465,498529,493379,488681,482868,479141,477012,474274,470045,466260,465931,466894,470409,471391,473988,474363,477852,479903,482174,483604,484623,486794,486265,485648,483518,482428,479566,477880,476460,475647,473762,471457,470421,468021,467476,467141,467981,469582,470865,473404,473450,474682,474306,476404,478006,481314,483368,485457,487088,489073,492246,493053,494039,494970,500596,506352,512119,516466,521596,524979,528239,529900,532135,534742,539206,542839,545454,546199,546477,547516,548718,551013,552523,555010,557069,559988,561554,563473,563550,564137,565630,567578,568953,570648,573136,575564,577611,579280,581980,584873,589335,593819,597467,599883,602633,605145,607266,609410,612277,616794,620472,623468,624221,626230,628924,632820,635927,638584,641209,643547,645506,646124,646916,648286,650940,652421,653030,652980,653308,654128,655271,656548,656335,655411,654767,655626,656807,657214,657293,656497,656176,656296,657155,657950,660084,661754,663167,663002,663878,666512,670276,675529,681215,687272,693518,700767,708795,718965,730511
Maine,ME,99638,99272,99043,98526,98142,97751,97468,97269,97184,97231,97267,97297,97701,98302,98922,99258,99519,99880,100209,100458,100668,100726,101019,101387,101196,100785,100255,100332,100511,100731,100928,101315,101801,102478,102861,103281,103853,104649,105572,106408,107240,108212,109346,110315,110978,111479,112308,113221,114345,115453,116545,117517,118268,119011,119692,120573,121614,122722,123854,125063,126361,127526,128637,129588,130868,132122,133455,134574,135742,136910,138243,139457,140723,142058,143567,145312,146687,148081,149319,150685,151992,153267,154623,156051,157411,158653,159797,160959,162379,163791,165362,167430,169719,172183,173833,175505,176866,178780,180792,183074,185627,188342,191063,192712,194045,195217,197332,199381,202041,204424,206702,208315,209550,210668,211813,212980,214111,214948,215678,216318,216678,216701,216696,216732,216991,217207,217383,217558,217740,218008,218101,218006,217769,217412,216979,216846,216770,216588,215908,215907,215838,216003,215426,215276,215098,214894,214481,213401,212414,211082,210338,208887,207726,206472,205778,204487,202952,201444,199766,198338,196253,195160,194115,193823,193180,192549,191921,191773,191396,191080,191143,191901,192759,192418,191473,190379,189756,189100,188310,187364,187341,187696,187994,187304,186627,186257,186305,186155,185940,185681,185318,184921,184265,183440,182703,182483,182535,182909,183357,183696,183886,184109,184939,185817,186535,186916,187172,187064,186902,186856,186850,187205,187428,187796,187740,187636,187586,187508,187430,187844,188550,189158,189424,189322,189511,189724,189934,189958,189925,190582,191673,192356,192821,193129,193992,194893,195419,195848,196281,197525,198752,199620,200053,200902,201622,202311,202535,203278,204516,205886,207396,208389,209426,210255,211142,212324,213682,215169,216667,217732,218591,219340,220114,220919,222220,223889,225676,226547,227406,228335,229585,230701,231540,232131,232703,233483,233707,234081,234286,235229,236231,237658,238946,239909,240853,241905,243270,244548,246430,248556,250987,253103,254501,255429,256640,258897,261781,265091,268581,272540,276708,281067,285844,291369,298214,306018
New Hampshire,NH,107694,107388,107180,106845,106827,107003,107311,107565,107789,108037,108329,108739,109174,109801,110471,111113,111497,111695,111827,112098,112549,113128,113761,114356,114982,115668,116401,117160,117827,118541,119319,120283,121290,122269,123108,123887,124621,125429,126410,127705,129081,130585,131939,133053,134025,134911,136341,137902,139784,141395,143015,144089,145177,146192,147638,149322,151087,153147,154955,156806,158422,160359,162215,164290,166558,168827,170936,172747,174607,176242,177954,179690,181524,183238,184824,186700,188295,190141,191932,194127,196263,198546,200806,203177,205460,207763,210169,212210,214407,216372,218554,220516,222736,224963,226909,228527,230227,232193,234209,236243,238467,240859,243024,245060,246827,248600,250593,252739,254868,257052,259181,261391,263075,264505,265919,267347,268852,270338,271709,273023,274019,274187,273968,273991,274262,274502,274118,273703,273032,272049,271017,269897,268887,267841,267346,266401,265967,265167,264736,264111,263421,262784,261560,260267,258487,257257,255599,254557,252380,250208,247907,245875,243992,241962,240490,238800,237674,236310,235228,233392,231941,230846,229915,228850,227601,226778,226397,226366,226262,225644,224976,224421,224282,224014,224015,224019,224269,223859,222976,221972,221180,220995,220570,220096,218889,217694,216080,215107,214256,213965,213465,212908,212362,211769,211099,210580,210816,211391,212348,212666,212860,212974,213428,214072,214577,215273,216480,217784,218816,219609,220398,221449,222552,223629,224501,225363,226075,226814,227221,227705,227952,228417,228797,229323,229790,230451,231289,231890,232725,233435,234541,235567,236976,238045,239125,239741,240314,240597,241061,242079,242895,243324,243493,244051,245089,246162,247043,248038,249293,250772,251952,252821,253935,256012,257977,259633,260360,261422,262833,264421,265923,267427,269379,271208,272836,273671,274850,276157,277754,279234,280424,281904,283016,283995,284350,285026,285990,286832,287506,288070,289744,291424,292947,293331,293694,294115,294963,295802,297358,299370,302367,304691,306320,307280,309073,312124,315887,320047,324551,329440,334164,339322,344317,350636,357677,366129
Rhode Island,RI,126769,126864,126859,126862,126698,126429,126184,126113,126296,126476,126596,126644,126788,126767,126824,126864,127281,127775,128223,128408,128310,128288,128415,128695,129001,129369,129682,129910,129970,130136,130400,130869,131391,131937,132299,132661,132794,133186,133571,134279,135021,136076,137204,138221,139087,139876,141131,142462,144047,145497,147047,148510,149856,150748,151565,152287,153236,154172,155239,156487,157907,159295,160812,162397,163979,165639,167318,169254,171129,173429,175559,177881,179889,182045,184119,186425,188978,191670,194527,197984,202091,205812,209095,211802,214880,218062,221603,224996,228510,232056,235839,239021,241894,244765,248195,251894,255340,258963,262343,265582,269079,273110,277258,280859,283847,287129,290426,293951,297715,300851,303431,306010,308436,310641,312371,314785,317652,320160,322016,323103,323672,324434,325492,326876,327159,327207,326211,325064,323043,321192,319025,317469,315895,314890,313780,312195,311073,309007,308057,306637,305768,304458,303681,302756,301416,298987,296584,293843,290873,287987,284667,281282,277729,274198,270450,266423,262312,258714,255170,252993,251211,249791,248266,247209,246862,246929,247329,247446,248303,248931,249792,249407,249031,248606,248567,248175,247058,245602,244181,243299,242016,241072,239616,238206,236320,234836,233178,231658,230201,228847,227009,225405,224258,222989,221886,221010,220495,220046,220059,220263,220482,220793,221808,222865,223356,224193,224850,225972,227186,228417,229555,230967,232611,234202,235110,235485,236195,236593,237997,239270,240627,241134,240891,240379,240147,240204,240616,241236,241873,242205,242316,242120,242097,242800,244185,245518,245871,246365,247031,248327,249958,252268,253675,254669,255158,255798,256586,257654,259957,261686,262940,263450,263924,264636,265699,267980,270523,273124,274936,276171,276954,278390,280692,283213,285503,287246,288944,289821,290641,291402,292511,293890,294873,295346,295165,295196,295406,295746,296570,297533,298441,299319,300616,301182,301421,301575,302731,303723,304806,306301,308274,311002,313108,314801,315858,318481,322252,326607,330786,335497,340669,346178,351708,357409,364481,372809
Delaware,DE,134517,134460,134399,134254,134372,134645,135114,135495,135974,136418,136757,136932,137089,137409,137904,138532,138893,139047,139023,139121,139065,139084,139200,139550,139934,140204,140402,140586,140652,140766,140783,140956,141280,141692,142257,142892,143525,144171,144751,145399,146115,146887,147738,148431,149071,149628,150233,150835,151507,152242,153020,153836,154654,155482,156313,157113,157874,158589,159442,160186,161018,161691,162467,163159,163901,164591,165260,165995,166840,167778,168704,169680,170623,171631,172664,173710,174688,175759,176883,178101,179186,180361,181513,182823,184276,185979,187742,189405,190950,192388,193930,195570,197451,199118,200535,201571,203083,204888,206831,208928,211029,213909,216812,219689,222127,224748,228316,232686,236075,238405,240367,242738,245967,248259,250449,252557,255485,258508,260959,262970,265612,268549,271390,273467,274874,276164,277644,279077,280131,280984,281229,281508,281239,281352,281199,281420,281745,282720,283109,283230,282656,282294,281617,280501,278889,277296,276528,275721,274605,272443,270254,267906,266053,263826,262290,260798,259737,258283,256377,254543,252539,251008,249762,249210,248672,248464,247970,247394,246927,246672,246422,245887,245531,245176,244497,243235,241967,240417,238764,237423,235915,234609,232684,230983,228902,227230,226008,225092,223901,222643,221689,220602,219480,217947,217250,216585,216692,216304,215810,214699,213836,212974,212499,212167,212092,212489,213017,213555,213534,213621,213890,215053,216346,218019,219131,220195,221321,222059,222573,222784,223886,224838,225641,225835,226209,226498,226958,227378,227871,228535,229225,230331,230847,231562,232021,232851,233417,233764,234094,234466,234881,235546,236296,237300,238251,239429,240720,241672,242349,243080,243900,244971,245896,246309,246119,245388,245068,245119,245392,246124,247083,248235,248989,249272,249417,250453,252235,254242,255713,256573,257316,257846,258303,258808,259762,260919,262316,263051,263725,263768,263304,262695,262317,262356,262399,262123,261864,262116,262673,263751,264552,265794,267506,269382,271454,273369,275833,278748,281818,284815,287854,291007,294673,298683,303111,308067
South Dakota,SD,103230,103544,103342,103109,102580,102345,102118,101866,101632,101347,101382,101262,102552,103365,104294,104086,104564,104818,105153,105296,105897,106491,106617,106946,105983,104599,103259,103371,103788,104355,104968,105853,105967,106134,106519,107165,106380,106991,108386,110555,111288,111322,111156,111445,111825,112651,113297,113631,115048,115631,115658,114695,114366,114414,114513,114459,114843,114945,114896,114890,115144,115265,115698,116093,116899,117199,117573,117638,117572,117697,118038,118413,118499,118839,119087,119472,119753,120308,120740,121120,121493,121612,121836,122186,122978,123787,124183,124455,124318,124517,124774,125465,126289,127296,128027,128566,128780,129160,129795,130449,131407,132318,133436,134194,134753,135246,136000,136799,137673,138425,139263,140201,141049,141804,142356,143156,144033,144927,145414,145796,146088,146539,147030,147475,147993,148402,148962,149211,149486,149555,149932,150407,150975,151366,151688,152062,152384,152789,153027,153452,153773,154254,154690,155166,155609,156002,156256,156411,156548,156726,156953,157184,157473,157738,157960,157997,158013,157901,157783,157513,157203,156812,156392,155937,155541,155180,154849,154700,154654,154739,154879,155169,155483,155657,155753,155801,155795,155728,155631,155482,155269,155011,154834,154589,154368,154380,154445,154579,154567,154665,154812,154938,154989,155095,155098,155203,155333,155468,155700,155973,156425,156881,157281,157753,158312,158937,159533,160061,160555,161053,161566,162057,162551,162967,163434,163873,164254,164546,164933,165384,165960,166449,166925,167339,167890,168492,169140,169641,170284,171010,171713,172351,172865,173577,174292,175116,175620,176155,176634,177416,178188,178924,179810,180767,181713,182392,183041,183770,184740,185724,186770,187779,188776,189778,190606,191429,192270,193256,194213,195072,195829,196471,197145,197677,198263,198850,199636,200442,201498,202522,203615,204582,205605,206667,207608,208500,209318,209928,210462,210937,211745,212545,213305,213919,214499,215039,215440,216079,216870,217736,218397,219062,219475,220044,220711,221760,222909,224244,225910,227629,229446,231519,233987,236733,239737,242923
Alaska,AK,108365,108688,108887,109393,109773,110236,110649,110964,111204,111255,111333,111414,111592,111823,112135,112364,112868,113078,113408,113764,114334,115042,115415,115834,116042,116337,116651,117241,117618,118346,119099,119983,120667,121325,122567,123743,125398,126544,127660,128139,128707,129171,129346,129664,129975,130892,131541,132075,131423,130640,129828,129769,129978,130245,130835,131377,132184,132733,133427,134266,137323,141248,145746,148635,151181,153450,155549,157146,158377,159472,160720,162059,162522,162606,162471,163209,163768,164226,164414,165081,165763,166492,167217,167976,168642,168911,169187,169597,170461,171631,173363,174810,176290,177642,178829,179866,180184,181316,182312,183831,184922,186316,187444,188617,189921,191300,192799,194152,195838,197447,199128,200648,202318,203557,204894,206256,207824,209523,211233,213092,214937,216197,217311,218302,219651,221145,222620,224292,225782,227078,228151,229314,230409,231500,232298,233267,234121,234966,235665,236138,236735,237325,237893,238291,238673,238720,239055,239069,239362,239425,239570,239780,239735,239835,239737,239458,239043,239538,240086,240490,239933,239564,239099,238575,238133,237689,237824,238052,238563,238422,238410,238617,239230,239473,239679,239951,240149,240080,239600,239361,238720,238193,237140,236248,235592,235615,235841,236041,236090,236289,236431,236796,237361,238056,238911,239700,240471,240491,240352,240085,240355,240837,241472,241454,241894,242263,243163,243757,244472,245818,247069,248400,249260,249795,250506,251210,251635,252152,252655,253060,252893,252473,252841,253809,254870,255913,256388,257300,257952,258499,258874,260045,261884,263586,264207,264175,263902,263907,264444,265293,266429,267511,268087,267858,267157,266456,266308,266219,266537,266787,267165,267270,267345,267167,267068,267051,267348,267897,268389,268810,269000,269572,269786,270087,269775,269436,269191,268865,269525,270243,271414,271739,270618,270296,270238,271243,271750,274624,278189,282981,284491,285869,286032,287423,292760,294225,295729,292550,293324,292392,291713,289554,289608,289638,290523,290716,288804,289203,289552,292954,294001,295251,296059,297542,298926,300592
Vermont,VT,120203,120029,119782,119342,118878,118335,117764,117271,116923,116815,116795,116875,117852,118590,119309,118986,118974,119219,119642,119812,119887,119703,119715,119627,118057,116703,115600,116336,116782,117146,117410,118120,118748,119405,119640,119999,120853,121774,122442,122646,123123,123769,124555,125111,125780,126419,127269,128105,129232,130226,131311,132062,132855,133543,134219,134995,135848,136842,137757,138673,139443,140408,141396,142468,143419,144345,145326,146193,147077,147943,149096,150251,151513,152621,153788,154938,155978,157027,157964,158799,159448,160057,161010,162090,163228,164217,165224,166122,167030,168016,169223,171191,173366,175580,176827,177957,179117,180865,182571,184304,186560,188950,191166,192387,193501,194896,196910,199112,201292,203244,205158,207574,209491,211292,213004,215197,217584,219621,221367,222944,224203,225593,227386,228981,230581,231881,233384,234936,236132,237204,238230,239171,239948,240840,241168,241577,241831,242407,242836,242811,243058,243506,244126,244610,245495,245349,245194,244295,243690,243004,242307,242189,241828,241235,240518,239846,239273,239000,238633,238394,238193,237834,237125,235994,235105,234443,233836,233318,232874,232694,232839,232989,233134,233179,233618,234095,234353,234555,234554,234633,234315,234037,233662,233564,233269,233119,232875,232699,232605,232633,232930,232959,232897,232712,232470,232332,232266,232313,232357,232400,232476,232344,232095,232031,232237,232483,232739,232721,232665,232448,232304,232221,232170,232119,232135,232155,232167,232063,231843,231800,231905,232226,232485,232715,232918,233193,233449,233753,234037,234384,234671,234866,234968,234975,234931,234890,234752,234725,234745,234689,234737,235097,235830,236497,236813,237117,237520,237877,238191,238465,238927,239523,240064,240504,240983,241542,242423,243562,244503,245770,246991,248614,249930,251163,252162,252922,253367,254027,254668,254801,255318,255752,256854,257325,257672,257890,258394,259449,260471,261254,261717,262766,263778,265243,266547,267261,267405,267355,267972,268173,268577,268701,269613,270817,272424,273864,274792,276588,279123,282048,284537,287317,290222,293666,296908,299998
